iter	RMSE
341	0.1015347766
342	0.1015193846
343	0.1015057341
344	0.10149337
345	0.1014818992
346	0.1014639804
347	0.1014506313
348	0.1014417123
349	0.1014318865
350	0.101421989
351	0.1014061613
352	0.1013896682
353	0.1013752168
354	0.1013604581
355	0.1013466032
356	0.1013296527
357	0.101303188
358	0.1012880817
359	0.1012772597
360	0.1012690311
361	0.1012586823
362	0.1012381844
363	0.1012242099
364	0.1012095946
365	0.1011996611
366	0.1011901001
367	0.1011699364
368	0.1011508636
369	0.1011399927
370	0.1011278669
371	0.1011121852
372	0.1011001226
373	0.1010876127
374	0.1010765581
375	0.1010681545
376	0.1010560605
377	0.1010446325
378	0.1010360391
379	0.1010251164
380	0.101014999
381	0.1010023713
382	0.1009957321
383	0.1009835524
384	0.1009740351
385	0.1009658188
386	0.1009507387
387	0.1009385849
388	0.1009270003
389	0.1009157584
390	0.1009054679
391	0.10089079
392	0.1008793027
393	0.1008696128
394	0.100851014
395	0.1008382268
396	0.1008288006
397	0.1008188262
398	0.1008080997
399	0.1007946067
400	0.1007832125
401	0.100768297
402	0.1007522956
403	0.1007359287
404	0.1007274664
405	0.1007139681
406	0.1007012685
407	0.1006875209
408	0.1006738073
409	0.1006624144
410	0.1006503782
411	0.1006432227
412	0.1006323286
413	0.1006131308
414	0.1005948632
415	0.1005849547
416	0.1005781199
417	0.1005694234
418	0.1005579457
419	0.1005467883
420	0.1005372826
421	0.1005179897
422	0.1005103439
423	0.100501342
424	0.1004912032
425	0.1004749525
426	0.1004637511
427	0.1004527661
428	0.1004466486
429	0.1004363698
430	0.1004277633
431	0.1004120743
432	0.1004001443
433	0.1003916626
434	0.1003812674
435	0.1003719318
436	0.1003620256
437	0.1003494598
438	0.1003321685
439	0.1003206991
440	0.1003085422
441	0.1003024692
442	0.1002947221
443	0.1002833896
444	0.1002733074
445	0.100265704
446	0.1002530851
447	0.1002459283
448	0.1002321126
449	0.1002231275
450	0.1002153795
451	0.1002068489
452	0.100195098
453	0.1001886157
454	0.1001744642
455	0.1001619371
456	0.1001512536
457	0.1001406863
458	0.1001251004
459	0.1001175367
460	0.1001040438
461	0.1000901219
462	0.1000832537
463	0.1000749851
464	0.1000629681
465	0.1000517091
466	0.1000435538
467	0.1000321493
468	0.1000208195
469	0.1000073349
470	0.09999968868
471	0.099989518
472	0.0999769455
473	0.0999676899
474	0.09996091092
475	0.09994457541
476	0.09992917074
477	0.09991362977
478	0.09990477558
479	0.09989314382
480	0.0998723354
481	0.09986146081
482	0.09985317938
483	0.09983964179
484	0.09982974737
485	0.09981658207
486	0.09981146833
487	0.09980331846
488	0.09979251052
489	0.09978472815
490	0.09977287685
491	0.09976529442
492	0.09975364185
493	0.09974578889
494	0.09973765108
495	0.09972730625
496	0.09971967136
497	0.09971301708
498	0.09970546754
499	0.09969872659
500	0.09968515742
501	0.09967580645
502	0.09966672635
503	0.0996575929
504	0.09964664273
505	0.09964020217
506	0.09963309558
507	0.09962572184
508	0.09961771114
509	0.09960353176
510	0.09959688157
511	0.09959004768
512	0.09958057265
513	0.09956933765
514	0.09955711434
515	0.09955165607
516	0.09954082506
517	0.0995318699
518	0.099523487
519	0.09951092746
520	0.099501266
521	0.09949393232
522	0.0994871359
523	0.09947697487
524	0.09946746829
525	0.09945838467
526	0.09944807394
527	0.09943989209
528	0.09942408929
529	0.09941944313
530	0.09940906108
531	0.09940177792
532	0.099388505
533	0.09938384852
534	0.09937525192
535	0.09936350204
536	0.09935582907
537	0.09934475277
538	0.09933536305
539	0.09932564205
540	0.09931569724
541	0.09930536754
542	0.09929739634
543	0.09928387821
544	0.09927989224
545	0.09926537113
546	0.09925813158
547	0.09924777117
548	0.09923790048
549	0.09922395486
550	0.09921435378
551	0.09920349587
552	0.09919381991
553	0.09918728345
554	0.09918000791
555	0.09917288885
556	0.09916212577
557	0.09915663698
558	0.09914246103
559	0.09913146879
560	0.0991080647
561	0.09910211077
562	0.09909205329
563	0.09908653103
564	0.09907960344
565	0.09907266647
566	0.09906444872
567	0.09905576605
568	0.09904715779
569	0.09903492703
570	0.0990259068
571	0.09901042417
572	0.09900286312
573	0.09898955317
574	0.09897981277
575	0.09897458507
576	0.09896186674
577	0.09895279763
578	0.09894668358
579	0.09893888317
580	0.09893167826
581	0.09892141105
582	0.09891137419
583	0.09890498987
584	0.09889380968
585	0.09888416205
586	0.09887747442
587	0.09886574211
588	0.09885570471
589	0.09884938039
590	0.09884294278
591	0.09883138327
592	0.09882395475
593	0.09881486982
594	0.09880511801
595	0.09879316509
596	0.0987823114
597	0.09877238159
598	0.09876247286
599	0.09875638416
600	0.09874650204
601	0.09873266255
602	0.09872205245
603	0.09871497165
604	0.09870213703
605	0.09869465862
606	0.09868858552
607	0.09867785042
608	0.09866650034
609	0.09865914432
610	0.09864898669
611	0.09864171493
612	0.09863746095
613	0.09862858038
614	0.09861996835
615	0.09861163496
616	0.09860284578
617	0.09859496491
618	0.09858529117
619	0.09857756915
620	0.09857235168
621	0.09855978763
622	0.09855291113
623	0.0985468777
624	0.09853701912
625	0.09853020983
626	0.09852303497
627	0.09851788074
628	0.09851085423
629	0.09850301853
630	0.09849152689
631	0.09848288982
632	0.0984751259
633	0.09846668258
634	0.09845785293
635	0.09845179846
636	0.09844624118
637	0.09843619147
638	0.09841831488
639	0.09840923984
640	0.09840177932
641	0.09839343466
642	0.09838661083
643	0.09838058625
644	0.09837415694
645	0.09836457735
646	0.09835309305
647	0.09834540611
648	0.09833766059
649	0.09833234502
650	0.09831932573
651	0.09831221304
652	0.09830171144
653	0.09829659732
654	0.09828881157
655	0.09827600681
656	0.0982670222
657	0.09825813276
658	0.09824681353
659	0.09823745909
660	0.0982301527
661	0.09822174728
662	0.09821290844
663	0.09820494229
664	0.09819722706
665	0.09819129675
666	0.0981817721
667	0.09817012312
668	0.09815814105
669	0.09814696653
670	0.09813647666
671	0.09812756536
672	0.09811717599
673	0.0981077536
674	0.09810009661
675	0.09808987346
676	0.0980829401
677	0.0980729175
678	0.09806061244
679	0.09804676572
680	0.09803991779
681	0.09803101798
682	0.09802496247
683	0.09801365034
684	0.09800483361
685	0.09799902477
686	0.09799092062
687	0.09798544405
688	0.09797709301
689	0.09796862664
690	0.09796240442
691	0.09795616788
692	0.09794756983
693	0.09794408459
694	0.09793927293
695	0.0979336995
696	0.09792811665
697	0.09791339336
698	0.09790395135
699	0.09789361739
700	0.09788519502
701	0.09787788218
702	0.0978703222
703	0.097860846
704	0.09785361735
705	0.09784820157
706	0.09784393558
707	0.09783394147
708	0.09782405654
709	0.09781550318
710	0.09780750148
711	0.09780034679
712	0.09779205684
713	0.09778197474
714	0.09777471596
715	0.09776697552
716	0.09775777027
717	0.09775193352
718	0.09774506624
719	0.09773761909
720	0.09772130825
721	0.09771351995
722	0.09770372557
723	0.09769702531
724	0.09768872508
725	0.09768147448
726	0.09767149253
727	0.09766679369
728	0.09765733428
729	0.09765040948
730	0.09764167652
731	0.09763560127
732	0.09762767504
733	0.09762112823
734	0.09760951737
735	0.09760359065
736	0.09759892099
737	0.09758760489
738	0.09757872326
739	0.09756644239
740	0.09755956256
741	0.09755325678
742	0.09754872614
743	0.09753874034
744	0.0975314476
745	0.09752204782
746	0.09751464166
747	0.09750775263
748	0.09750190066
749	0.0974957228
750	0.09748874356
751	0.09748355827
752	0.09748034283
753	0.09747548192
754	0.09746955618
755	0.09745897791
756	0.09745195144
757	0.0974437174
758	0.09743685325
759	0.09743193704
760	0.09742617883
761	0.09741760795
762	0.0974120856
763	0.09740503433
764	0.09739690977
765	0.09739123517
766	0.09738633353
767	0.09737823422
768	0.09737091914
769	0.09736458784
770	0.09735730293
771	0.09734792765
772	0.09734086578
773	0.0973330148
774	0.09732574951
775	0.09731931686
776	0.09731108262
777	0.09730418305
778	0.09729793136
779	0.09728596603
780	0.09727767121
781	0.09726827542
782	0.09726251188
783	0.09725360008
784	0.09724827223
785	0.09723975914
786	0.09723409163
787	0.0972282551
788	0.09722073662
789	0.09721498177
790	0.09720897885
791	0.09720147427
792	0.09719328243
793	0.09718348099
794	0.09717596608
795	0.09716928719
796	0.09716241904
797	0.09715800514
798	0.09715177495
799	0.0971447747
800	0.09713909533
801	0.09712603399
802	0.09711927663
803	0.09710943163
804	0.09710371658
805	0.09709616187
806	0.0970912325
807	0.0970800987
808	0.09707310916
809	0.09706721849
810	0.09705955458
811	0.09705314365
812	0.09704688752
813	0.09703875115
814	0.09703182027
815	0.09702144036
816	0.09701688003
817	0.09701089933
818	0.09700468115
819	0.09699832173
820	0.0969890506
821	0.09698303162
822	0.09697456678
823	0.09696641661
824	0.09695773093
825	0.09694994836
826	0.09694398425
827	0.09693782963
828	0.09693011655
829	0.09692202227
830	0.0969163608
831	0.09691112279
832	0.09690469216
833	0.09690023469
834	0.09689456058
835	0.09689025037
836	0.09688362649
837	0.09687939523
838	0.09687143904
839	0.09686484076
840	0.09685883565
841	0.09685132922
842	0.09684730271
843	0.09684106091
844	0.09683411732
845	0.09682851525
846	0.09682219257
847	0.09681782342
848	0.09680810607
849	0.09680190135
850	0.09679522502
851	0.09678623045
852	0.09677795507
853	0.09676914384
854	0.09676007325
855	0.09675385499
856	0.09674920571
857	0.09674446951
858	0.09673649001
859	0.09673046379
860	0.09672329353
861	0.09671813573
862	0.09671024072
863	0.09670370506
864	0.09669955431
865	0.09669414617
866	0.09668850864
867	0.09668412723
868	0.09667578687
869	0.09666900966
870	0.09666456851
871	0.09665898187
872	0.09665545617
873	0.09664958947
874	0.09664399329
875	0.09663635785
876	0.09662958712
877	0.09662265382
878	0.09661650695
879	0.09660516168
880	0.09659893357
881	0.09659311094
882	0.09658855981
883	0.0965796562
884	0.09657102728
885	0.09656310684
886	0.09655664483
887	0.09655137012
888	0.09654476439
889	0.09653794527
890	0.09653087195
891	0.09652689619
892	0.0965214532
893	0.09651572544
894	0.09650610581
895	0.09649995239
896	0.0964949972
897	0.09648916657
898	0.09648335292
899	0.09647592364
900	0.09646423207
901	0.09645975753
902	0.09645236343
903	0.0964476415
904	0.09643793091
905	0.09643274391
906	0.09642539909
907	0.09641644659
908	0.09640858713
909	0.09640228222
910	0.09639573502
911	0.09639157863
912	0.09638574331
913	0.09638035716
914	0.0963734977
915	0.09636525617
916	0.09635826522
917	0.09635392776
918	0.09634677827
919	0.09634060088
920	0.0963326012
921	0.09632485883
922	0.09631756188
923	0.09631494574
924	0.09631190878
925	0.09630741552
926	0.09630420154
927	0.09629935602
928	0.09629349429
929	0.09628801715
930	0.09628299974
931	0.09627682252
932	0.09627095461
933	0.09626677231
934	0.09625819126
935	0.09625368054
936	0.09624515993
937	0.09623552335
938	0.0962309173
939	0.09622193101
940	0.09621514437
941	0.09620774723
942	0.09620421451
943	0.09619941181
944	0.09619230602
945	0.09618882814
946	0.09618248398
947	0.09617572711
948	0.09616530851
949	0.09615687503
950	0.09615159011
951	0.09614242758
952	0.09613535166
953	0.09613044285
954	0.09612547489
955	0.09612096652
956	0.09611371256
957	0.09610425672
958	0.09609678745
959	0.09608825963
960	0.09608321792
961	0.09607812476
962	0.09607443887
963	0.09607125388
964	0.09606548923
965	0.09606220248
966	0.09605554283
967	0.09604624359
968	0.09604017282
969	0.09603502701
970	0.09603135768
971	0.09602669035
972	0.09601962493
973	0.0960140321
974	0.09601071493
975	0.09600471598
976	0.09599987384
977	0.09599243316
978	0.09598611534
979	0.0959764051
980	0.09597169171
981	0.09596558325
982	0.09595857752
983	0.09595635682
984	0.09595289451
985	0.09594642567
986	0.09593942444
987	0.09593195513
988	0.09592677515
989	0.09591984365
990	0.09591518579
991	0.09591001442
992	0.09590190151
993	0.09589493823
994	0.0958890819
995	0.09588388356
996	0.09587737922
997	0.09586953109
998	0.09586458829
999	0.09585552142
